date,state,district,pincode,total_enrolment,total_demo_updates,total_bio_updates,total_activity,enrolment_to_update_ratio,performance_score,anomaly_score
2025-03-01,Gujarat,Sabarkantha,383270,0.0,533.0,675.0,1208.0,0.0,3.2761974630343556,-0.0480301374284694
2025-03-01,Gujarat,Sabarkantha,383422,0.0,440.0,786.0,1226.0,0.0,3.3884385691592875,-0.05912338647139048
2025-03-01,Gujarat,Sabarkantha,383430,0.0,443.0,392.0,835.0,0.0,2.217732155295968,-0.006673499153610929
2025-03-01,Gujarat,Sabarkantha,383430,0.0,443.0,392.0,835.0,0.0,2.217732155295968,-0.006673499153610929
2025-03-01,Gujarat,Surat,394101,0.0,1968.0,816.0,2784.0,0.0,7.085720373534288,-0.10409861762819539
2025-03-01,Gujarat,Surat,394105,0.0,629.0,252.0,881.0,0.0,2.2383736258799716,-0.006491043189256751
2025-03-01,Gujarat,Surat,394105,0.0,629.0,252.0,881.0,0.0,2.2383736258799716,-0.006491043189256751
2025-03-01,Gujarat,Surat,394107,0.0,2713.0,1168.0,3881.0,0.0,9.896900895436225,-0.13068278100905717
2025-03-01,Gujarat,Surat,394130,0.0,975.0,349.0,1324.0,0.0,3.345241740590869,-0.03903905131085594
2025-03-01,Gujarat,Surat,394130,0.0,975.0,349.0,1324.0,0.0,3.345241740590869,-0.03903905131085594
2025-03-01,Gujarat,Surat,394150,0.0,677.0,238.0,915.0,0.0,2.3098510653477686,-0.008362172726776196
2025-03-01,Gujarat,Surat,394160,0.0,549.0,393.0,942.0,0.0,2.4709870805895604,-0.01750483835686789
2025-03-01,Gujarat,Surat,394180,0.0,1123.0,431.0,1554.0,0.0,3.9397928818121777,-0.05544560166823387
2025-03-01,Gujarat,Surat,394180,0.0,1123.0,431.0,1554.0,0.0,3.9397928818121777,-0.05544560166823387
2025-03-01,Gujarat,Surat,394210,0.0,0.0,4079.0,4079.0,0.0,12.193408564382334,-0.0024140121882763044
2025-03-01,Gujarat,Surat,394221,0.0,2151.0,1042.0,3193.0,0.0,8.193367488233461,-0.12118690552598199
2025-03-01,Gujarat,Surat,394305,0.0,876.0,293.0,1169.0,0.0,2.944101563389457,-0.03236515109938809
2025-03-01,Gujarat,Surat,394305,0.0,876.0,293.0,1169.0,0.0,2.944101563389457,-0.03236515109938809
2025-03-01,Gujarat,Surat,394445,0.0,411.0,422.0,833.0,0.0,2.231859668560119,-0.005348780359744731
2025-03-01,Gujarat,Surat,394510,0.0,834.0,415.0,1249.0,0.0,3.209635928135831,-0.04156870458297157
2025-03-01,Gujarat,Surat,394540,0.0,821.0,406.0,1227.0,0.0,3.1520391568622874,-0.03610997335683641
2025-03-01,Gujarat,Surat,394601,0.0,782.0,463.0,1245.0,0.0,3.230351152286108,-0.0479783272582629
2025-03-01,Gujarat,Surat,395001,0.0,735.0,513.0,1248.0,0.0,3.2688499845492456,-0.04600012767829842
2025-03-01,Gujarat,Surat,395002,0.0,994.0,658.0,1652.0,0.0,4.313798451494471,-0.06752671918617115
2025-03-01,Gujarat,Surat,395004,0.0,0.0,2900.0,2900.0,0.0,8.669008295344145,-0.0024140121882763044
2025-03-01,Gujarat,Surat,395005,0.0,2222.0,971.0,3193.0,0.0,8.148756990830147,-0.11684066791317338
2025-03-01,Gujarat,Surat,395005,0.0,2222.0,971.0,3193.0,0.0,8.148756990830147,-0.11684066791317338
2025-03-01,Gujarat,Surat,395006,0.0,5319.0,2821.0,8140.0,0.0,20.99099208700987,-0.14178122440456797
2025-03-01,Gujarat,Surat,395006,0.0,5319.0,2821.0,8140.0,0.0,20.99099208700987,-0.14178122440456797
2025-03-01,Gujarat,Surat,395007,0.0,2324.0,1149.0,3473.0,0.0,8.92167636809844,-0.12903092967670293
2025-03-01,Gujarat,Surat,395008,0.0,1334.0,585.0,1919.0,0.0,4.898317343263151,-0.07560064580734749
2025-03-01,Gujarat,Surat,395009,0.0,2859.0,1508.0,4367.0,0.0,11.257972850941723,-0.1345501647149775
2025-03-01,Gujarat,Surat,395010,0.0,6912.0,3990.0,10902.0,0.0,28.246566394341038,-0.14178122440456797
2025-03-01,Gujarat,Surat,395017,0.0,1088.0,663.0,1751.0,0.0,4.550678673523761,-0.07673589056944974
2025-03-01,Gujarat,Surat,395017,0.0,1088.0,663.0,1751.0,0.0,4.550678673523761,-0.07673589056944974
2025-03-01,Gujarat,Surat,395023,0.0,814.0,478.0,1292.0,0.0,3.3507427332600557,-0.048969436494427976
2025-03-01,Gujarat,Surendra Nagar,363001,0.0,945.0,1123.0,2068.0,0.0,5.588140271272499,-0.10732240910439639
2025-03-01,Gujarat,Surendra Nagar,363001,0.0,945.0,1123.0,2068.0,0.0,5.588140271272499,-0.10732240910439639
2025-03-01,Gujarat,Surendra Nagar,363020,0.0,631.0,710.0,1341.0,0.0,3.6122010665841997,-0.06256416903913298
2025-03-01,Gujarat,Surendra Nagar,363030,0.0,486.0,623.0,1109.0,0.0,3.0097863483578027,-0.04545569099936608
2025-03-01,Gujarat,Surendra Nagar,363030,0.0,486.0,623.0,1109.0,0.0,3.0097863483578027,-0.04545569099936608
2025-03-01,Gujarat,Surendra Nagar,363310,0.0,1238.0,2141.0,3379.0,0.0,9.323033042012336,-0.12903092967670293
2025-03-01,Gujarat,Surendra Nagar,363330,0.0,467.0,530.0,997.0,0.0,2.686921289797074,-0.03382897873556934
2025-03-01,Gujarat,Surendra Nagar,363330,0.0,467.0,530.0,997.0,0.0,2.686921289797074,-0.03382897873556934
2025-03-01,Gujarat,Surendra Nagar,363410,0.0,371.0,640.0,1011.0,0.0,2.789090093695348,-0.03467881850950083
2025-03-01,Gujarat,Surendra Nagar,363421,0.0,539.0,575.0,1114.0,0.0,2.991432120547981,-0.04299229696013074
2025-03-01,Gujarat,Surendra Nagar,363421,0.0,539.0,575.0,1114.0,0.0,2.991432120547981,-0.04299229696013074
2025-03-01,Gujarat,Surendra Nagar,363440,0.0,363.0,493.0,856.0,0.0,2.330773081793914,-0.016556919842323103
2025-03-01,Gujarat,Surendra Nagar,363510,0.0,414.0,792.0,1206.0,0.0,3.3449885435391873,-0.05711506529135868
2025-03-01,Gujarat,Surendra Nagar,363520,0.0,1060.0,1649.0,2709.0,0.0,7.432033596408011,-0.12738242780391895
2025-03-01,Gujarat,Surendra Nagar,363530,0.0,536.0,1264.0,1800.0,0.0,5.043985929972171,-0.09518239071781154
2025-03-01,Gujarat,Surendra Nagar,382765,0.0,334.0,477.0,811.0,0.0,2.214475176636042,-0.00478591046411736
2025-03-01,Gujarat,Surendra Nagar,382775,0.0,382.0,469.0,851.0,0.0,2.3038884953355856,-0.012851345598365982
2025-03-01,Gujarat,Surendra Nagar,382775,0.0,382.0,469.0,851.0,0.0,2.3038884953355856,-0.012851345598365982
2025-03-01,Gujarat,Tapi,394365,0.0,404.0,387.0,791.0,0.0,2.1107067319917414,-0.0006255850790838346
2025-03-01,Gujarat,Tapi,394370,0.0,508.0,746.0,1254.0,0.0,3.429413792098631,-0.05810666507266826
2025-03-01,Gujarat,Tapi,394650,0.0,518.0,546.0,1064.0,0.0,2.8551611144449702,-0.03772468156253794
2025-03-01,Gujarat,Tapi,394670,0.0,691.0,488.0,1179.0,0.0,3.090233315436919,-0.03773082370659975
2025-03-01,Gujarat,The Dangs,394710,0.0,605.0,2004.0,2609.0,0.0,7.418986449379015,-0.10518382108094793
2025-03-01,Gujarat,The Dangs,394716,0.0,655.0,556.0,1211.0,0.0,3.208510745140308,-0.049961887780292535
2025-03-01,Gujarat,The Dangs,394730,0.0,428.0,903.0,1331.0,0.0,3.709856258092877,-0.06518106448071503
2025-03-01,Gujarat,Vadodara,390001,0.0,896.0,804.0,1700.0,0.0,4.518860538102314,-0.084614279050787
2025-03-01,Gujarat,Vadodara,390002,0.0,514.0,474.0,988.0,0.0,2.6304865783021896,-0.025217572665813925
2025-03-01,Gujarat,Vadodara,390002,0.0,514.0,474.0,988.0,0.0,2.6304865783021896,-0.025217572665813925
2025-03-01,Gujarat,Vadodara,390006,0.0,681.0,744.0,1425.0,0.0,3.83188753258688,-0.06814086331155167
2025-03-01,Gujarat,Vadodara,390006,0.0,681.0,744.0,1425.0,0.0,3.83188753258688,-0.06814086331155167
2025-03-01,Gujarat,Vadodara,390007,0.0,526.0,447.0,973.0,0.0,2.5781070778447988,-0.021866775240054426
2025-03-01,Gujarat,Vadodara,390009,0.0,680.0,546.0,1226.0,0.0,3.2376425215987896,-0.04698855825700066
2025-03-01,Gujarat,Vadodara,390009,0.0,680.0,546.0,1226.0,0.0,3.2376425215987896,-0.04698855825700066
2025-03-01,Gujarat,Vadodara,390011,0.0,775.0,684.0,1459.0,0.0,3.874462396272248,-0.06498878651940676
2025-03-01,Gujarat,Vadodara,390016,0.0,572.0,406.0,978.0,0.0,2.5641510680888246,-0.018454683789678294
2025-03-01,Gujarat,Vadodara,390019,0.0,2207.0,1875.0,4082.0,0.0,10.815681183306452,-0.13621323014112496
2025-03-01,Gujarat,Vadodara,390020,0.0,425.0,475.0,900.0,0.0,2.423347217206926,-0.018531810018995176
2025-03-01,Gujarat,Vadodara,390021,0.0,767.0,491.0,1258.0,0.0,3.278636976927423,-0.0479783272582629
2025-03-01,Gujarat,Vadodara,390021,0.0,767.0,491.0,1258.0,0.0,3.278636976927423,-0.0479783272582629
2025-03-01,Gujarat,Vadodara,390022,0.0,622.0,562.0,1184.0,0.0,3.148533745137018,-0.0474832753415978
2025-03-01,Gujarat,Vadodara,390022,0.0,622.0,562.0,1184.0,0.0,3.148533745137018,-0.0474832753415978
2025-03-01,Gujarat,Vadodara,390023,0.0,458.0,326.0,784.0,0.0,2.055852428853591,-5.047370694533093e-05
2025-03-01,Gujarat,Vadodara,390024,0.0,589.0,401.0,990.0,0.0,2.589341439850116,-0.018454683789678294
2025-03-01,Gujarat,Vadodara,390024,0.0,589.0,401.0,990.0,0.0,2.589341439850116,-0.018454683789678294
2025-03-01,Gujarat,Vadodara,390025,0.0,562.0,516.0,1078.0,0.0,2.8693655572662875,-0.03772468156253794
2025-03-01,Gujarat,Vadodara,390025,0.0,562.0,516.0,1078.0,0.0,2.8693655572662875,-0.03772468156253794
2025-03-01,Gujarat,Vadodara,391110,0.0,571.0,541.0,1112.0,0.0,2.965347354462666,-0.03968045459482805
2025-03-01,Gujarat,Vadodara,391110,0.0,571.0,541.0,1112.0,0.0,2.965347354462666,-0.03968045459482805
2025-03-01,Gujarat,Vadodara,391135,0.0,322.0,543.0,865.0,0.0,2.3834378920997854,-0.011265151366001924
2025-03-01,Gujarat,Vadodara,391160,0.0,672.0,1012.0,1684.0,0.0,4.611774504540789,-0.09177497705192539
2025-03-01,Gujarat,Vadodara,391165,0.0,544.0,875.0,1419.0,0.0,3.900031063837585,-0.0738474041779199
2025-03-01,Gujarat,Vadodara,391168,0.0,292.0,583.0,875.0,0.0,2.4321805300977584,-0.00848583147615356
2025-03-01,Gujarat,Vadodara,391168,0.0,292.0,583.0,875.0,0.0,2.4321805300977584,-0.00848583147615356
2025-03-01,Gujarat,Vadodara,391240,0.0,542.0,486.0,1028.0,0.0,2.7324662342984416,-0.026658493911945857
2025-03-01,Gujarat,Vadodara,391240,0.0,542.0,486.0,1028.0,0.0,2.7324662342984416,-0.026658493911945857
2025-03-01,Gujarat,Vadodara,391410,0.0,670.0,275.0,945.0,0.0,2.403928679560349,-0.011178379040503672
2025-03-01,Gujarat,Vadodara,391410,0.0,670.0,275.0,945.0,0.0,2.403928679560349,-0.011178379040503672
2025-03-01,Gujarat,Vadodara,391440,0.0,934.0,1243.0,2177.0,0.0,5.920886896162417,-0.11000379603086508
2025-03-01,Gujarat,Vadodara,391740,0.0,523.0,372.0,895.0,0.0,2.3468255984266,-0.013246403744825108
2025-03-01,Gujarat,Vadodara,391740,0.0,523.0,372.0,895.0,0.0,2.3468255984266,-0.013246403744825108
2025-03-01,Gujarat,Vadodara,391770,0.0,453.0,476.0,929.0,0.0,2.492444427944976,-0.02330088826795418
2025-03-01,Gujarat,Vadodara,391770,0.0,453.0,476.0,929.0,0.0,2.492444427944976,-0.02330088826795418
2025-03-01,Gujarat,Valsad,396001,0.0,1238.0,911.0,2149.0,0.0,5.646177799504301,-0.10463198767197324
2025-03-01,Gujarat,Valsad,396001,0.0,1238.0,911.0,2149.0,0.0,5.646177799504301,-0.10463198767197324
2025-03-01,Gujarat,Valsad,396050,0.0,878.0,1236.0,2114.0,0.0,5.76774590865986,-0.10839387548415869
2025-03-01,Gujarat,Valsad,396051,0.0,525.0,574.0,1099.0,0.0,2.9553888585763106,-0.04299229696013074
2025-03-01,Gujarat,Valsad,396065,0.0,1545.0,1942.0,3487.0,0.0,9.4529855906793,-0.13178587940167108
2025-03-01,Gujarat,Valsad,396125,0.0,603.0,451.0,1054.0,0.0,2.7718610488810493,-0.027139451298936024
2025-03-01,Gujarat,Valsad,396125,0.0,603.0,451.0,1054.0,0.0,2.7718610488810493,-0.027139451298936024
2025-03-01,Gujarat,Valsad,396191,0.0,1716.0,1553.0,3269.0,0.0,8.693873128038987,-0.12903092967670293
2025-03-01,Gujarat,Valsad,396191,0.0,1716.0,1553.0,3269.0,0.0,8.693873128038987,-0.12903092967670293
2025-03-01,Haryana,Ambala,133001,0.0,1062.0,1633.0,2695.0,0.0,7.388926577804265,-0.12518962384055876
2025-03-01,Haryana,Ambala,134003,0.0,1373.0,2872.0,4245.0,0.0,11.826955501041631,-0.133996559288304
2025-03-01,Haryana,Ambala,134202,0.0,414.0,520.0,934.0,0.0,2.5318953517000122,-0.024181476572460503
2025-03-01,Haryana,Ambala,134202,0.0,414.0,520.0,934.0,0.0,2.5318953517000122,-0.024181476572460503
2025-03-01,Haryana,Bhiwani,127021,0.0,1363.0,2871.0,4234.0,0.0,11.800356224431784,-0.133996559288304
2025-03-01,Haryana,Bhiwani,127040,0.0,287.0,1099.0,1386.0,0.0,3.9628611623256793,-0.0576966374861978
2025-03-01,Haryana,Bhiwani,127201,0.0,506.0,820.0,1326.0,0.0,3.6459009766092594,-0.06568809453098234
2025-03-01,Haryana,Bhiwani,127201,0.0,506.0,820.0,1326.0,0.0,3.6459009766092594,-0.06568809453098234
2025-03-01,Haryana,Charkhi Dadri,127306,0.0,921.0,295.0,1216.0,0.0,3.0563250251205445,-0.03139649513276166
2025-03-01,Haryana,Faridabad,121001,0.0,3590.0,2404.0,5994.0,0.0,15.66228580775563,-0.13787967461736617
2025-03-01,Haryana,Faridabad,121001,0.0,3590.0,2404.0,5994.0,0.0,15.66228580775563,-0.13787967461736617
2025-03-01,Haryana,Faridabad,121002,0.0,2073.0,1858.0,3931.0,0.0,10.448489349195444,-0.1345501647149775
2025-03-01,Haryana,Faridabad,121003,0.0,2304.0,1578.0,3882.0,0.0,10.1568718063592,-0.13289047148722255
2025-03-01,Haryana,Faridabad,121004,0.0,5973.0,4002.0,9975.0,0.0,26.065462589116656,-0.14178122440456797
2025-03-01,Haryana,Faridabad,121005,0.0,2199.0,1633.0,3832.0,0.0,10.073379416902364,-0.133996559288304
2025-03-01,Haryana,Faridabad,121005,0.0,2199.0,1633.0,3832.0,0.0,10.073379416902364,-0.133996559288304
2025-03-01,Haryana,Faridabad,121101,0.0,587.0,782.0,1369.0,0.0,3.723547778385108,-0.06822839691493554
2025-03-01,Haryana,Fatehabad,125050,0.0,1395.0,1883.0,3278.0,0.0,8.922466660498776,-0.13178587940167108
2025-03-01,Haryana,Fatehabad,125050,0.0,1395.0,1883.0,3278.0,0.0,8.922466660498776,-0.13178587940167108
2025-03-01,Haryana,Fatehabad,125051,0.0,1962.0,2361.0,4323.0,0.0,11.69004329766628,-0.1345501647149775
2025-03-01,Haryana,Fatehabad,125053,0.0,380.0,674.0,1054.0,0.0,2.9119757097393464,-0.03819176339819641
2025-03-01,Haryana,Fatehabad,125053,0.0,380.0,674.0,1054.0,0.0,2.9119757097393464,-0.03819176339819641
2025-03-01,Haryana,Fatehabad,125106,0.0,254.0,782.0,1036.0,0.0,2.9373359970133692,-0.024610781053005626
2025-03-01,Haryana,Fatehabad,125106,0.0,254.0,782.0,1036.0,0.0,2.9373359970133692,-0.024610781053005626
2025-03-01,Haryana,Fatehabad,125111,0.0,605.0,757.0,1362.0,0.0,3.691312882381033,-0.06357502879710253
2025-03-01,Haryana,Fatehabad,125120,0.0,875.0,1619.0,2494.0,0.0,6.905569877264979,-0.11323345697824905
2025-03-01,Haryana,Gurgaon,122001,0.0,5513.0,2768.0,8281.0,0.0,21.290591777177845,-0.14178122440456797
2025-03-01,Haryana,Gurgaon,122001,0.0,5513.0,2768.0,8281.0,0.0,21.290591777177845,-0.14178122440456797
2025-03-01,Haryana,Gurgaon,122002,0.0,946.0,251.0,1197.0,0.0,2.983820152599128,-0.028980582033480196
2025-03-01,Haryana,Gurgaon,122003,0.0,741.0,268.0,1009.0,0.0,2.550634227295664,-0.021526017162146083
2025-03-01,Haryana,Gurgaon,122004,0.0,975.0,312.0,1287.0,0.0,3.234637151995099,-0.03527899598191353
2025-03-01,Haryana,Gurgaon,122018,0.0,735.0,193.0,928.0,0.0,2.3122697588560985,-0.007340153986779563
2025-03-01,Haryana,Gurgaon,122103,0.0,1005.0,627.0,1632.0,0.0,4.2471007018754605,-0.0653905310748708
2025-03-01,Haryana,Gurgaon,122103,0.0,1005.0,627.0,1632.0,0.0,4.2471007018754605,-0.0653905310748708
2025-03-01,Haryana,Gurgaon,122503,0.0,440.0,482.0,922.0,0.0,2.4796873547507983,-0.020435570163682693
2025-03-01,Haryana,Gurgaon,122503,0.0,440.0,482.0,922.0,0.0,2.4796873547507983,-0.020435570163682693
2025-03-01,Haryana,Gurgaon,122505,0.0,993.0,311.0,1304.0,0.0,3.27414577291801,-0.03527899598191353
2025-03-01,Haryana,Hisar,125001,0.0,2924.0,3585.0,6509.0,0.0,17.620241140460923,-0.1401068687543502
2025-03-01,Haryana,Hisar,125033,0.0,1692.0,1522.0,3214.0,0.0,8.544540506504028,-0.12903092967670293
2025-03-01,Haryana,Hisar,125039,0.0,743.0,828.0,1571.0,0.0,4.229371614939582,-0.08305584083724715
2025-03-01,Haryana,Hisar,125042,0.0,331.0,475.0,806.0,0.0,2.201413561204093,-0.00478591046411736
2025-03-01,Haryana,Hisar,125042,0.0,331.0,475.0,806.0,0.0,2.201413561204093,-0.00478591046411736
2025-03-01,Haryana,Hisar,125052,0.0,675.0,922.0,1597.0,0.0,4.349819305085958,-0.08565499661094034
2025-03-01,Haryana,Hisar,125121,0.0,949.0,1299.0,2248.0,0.0,6.123703380765552,-0.11215544623809104
2025-03-01,Haryana,Hisar,125121,0.0,949.0,1299.0,2248.0,0.0,6.123703380765552,-0.11215544623809104
2025-03-01,Haryana,Jhajjar,124507,0.0,2646.0,1747.0,4393.0,0.0,11.469526486489233,-0.13787967461736617
2025-03-01,Haryana,Jhajjar,124507,0.0,2646.0,1747.0,4393.0,0.0,11.469526486489233,-0.13787967461736617
2025-03-01,Haryana,Jind,126101,0.0,465.0,758.0,1223.0,0.0,3.36376270792253,-0.06214607767143221
2025-03-01,Haryana,Jind,126101,0.0,465.0,758.0,1223.0,0.0,3.36376270792253,-0.06214607767143221
2025-03-01,Haryana,Jind,126102,0.0,1581.0,2352.0,3933.0,0.0,10.763599873105049,-0.13233798860648172
2025-03-01,Haryana,Jind,126112,0.0,616.0,1428.0,2044.0,0.0,5.723113002876364,-0.10198677153642832
2025-03-01,Haryana,Jind,126113,0.0,548.0,563.0,1111.0,0.0,2.9768093291485886,-0.04262405644136569
2025-03-01,Haryana,Jind,126114,0.0,257.0,624.0,881.0,0.0,2.4721074995987444,-0.00314760886110399
2025-03-01,Haryana,Jind,126116,0.0,1565.0,2276.0,3841.0,0.0,10.498636128055635,-0.13233798860648172
2025-03-01,Haryana,Jind,126125,0.0,280.0,584.0,864.0,0.0,2.406837887217582,-0.008017490604499966
2025-03-01,Haryana,Jind,126152,0.0,372.0,626.0,998.0,0.0,2.749600705161729,-0.034192761815087014
2025-03-01,Haryana,Kaithal,136026,0.0,224.0,699.0,923.0,0.0,2.6183931107605387,-0.008474744737321904
2025-03-01,Haryana,Kaithal,136027,0.0,2639.0,3149.0,5788.0,0.0,15.644016625924145,-0.1401068687543502
2025-03-01,Haryana,Kaithal,136027,0.0,2639.0,3149.0,5788.0,0.0,15.644016625924145,-0.1401068687543502
2025-03-01,Haryana,Kaithal,136033,0.0,461.0,462.0,923.0,0.0,2.469482013794546,-0.020912315780972857
2025-03-01,Haryana,Kaithal,136035,0.0,423.0,409.0,832.0,0.0,2.221330552976803,-0.004416657483205633
2025-03-01,Haryana,Kaithal,136043,0.0,365.0,1014.0,1379.0,0.0,3.89292725443148,-0.06757046787631571
2025-03-01,Haryana,Kaithal,136117,0.0,672.0,1030.0,1702.0,0.0,4.665582142236029,-0.09493048737648457
2025-03-01,Haryana,Kaithal,136117,0.0,672.0,1030.0,1702.0,0.0,4.665582142236029,-0.09493048737648457
2025-03-01,Haryana,Karnal,132001,0.0,3064.0,3270.0,6334.0,0.0,17.009146968458026,-0.1401068687543502
2025-03-01,Haryana,Karnal,132001,0.0,3064.0,3270.0,6334.0,0.0,17.009146968458026,-0.1401068687543502
2025-03-01,Haryana,Karnal,132024,0.0,345.0,661.0,1006.0,0.0,2.790479766154614,-0.02646041360208551
2025-03-01,Haryana,Karnal,132039,0.0,461.0,1038.0,1499.0,0.0,4.191326420042211,-0.08505900545799638
2025-03-01,Haryana,Karnal,132039,0.0,461.0,1038.0,1499.0,0.0,4.191326420042211,-0.08505900545799638
2025-03-01,Haryana,Karnal,132041,0.0,213.0,880.0,1093.0,0.0,3.1334878411732126,-0.032322997518559715
2025-03-01,Haryana,Karnal,132041,0.0,213.0,880.0,1093.0,0.0,3.1334878411732126,-0.032322997518559715
2025-03-01,Haryana,Karnal,132114,0.0,855.0,1488.0,2343.0,0.0,6.466749920562734,-0.11054116278944703
2025-03-01,Haryana,Karnal,132116,0.0,428.0,767.0,1195.0,0.0,3.303309662173289,-0.054612295027770874
2025-03-01,Haryana,Karnal,132117,0.0,180.0,714.0,894.0,0.0,2.5593489698598555,-0.007098084925839854
2025-03-01,Haryana,Kurukshetra,136118,0.0,894.0,1532.0,2426.0,0.0,6.690358558873314,-0.11215544623809104
2025-03-01,Haryana,Kurukshetra,136118,0.0,894.0,1532.0,2426.0,0.0,6.690358558873314,-0.11215544623809104
2025-03-01,Haryana,Kurukshetra,136119,0.0,477.0,1023.0,1500.0,0.0,4.184262663410135,-0.08246186247510678
2025-03-01,Haryana,Kurukshetra,136128,0.0,654.0,1375.0,2029.0,0.0,5.654397263933251,-0.1041166955213435
2025-03-01,Haryana,Kurukshetra,136128,0.0,654.0,1375.0,2029.0,0.0,5.654397263933251,-0.1041166955213435
2025-03-01,Haryana,Kurukshetra,136131,0.0,507.0,965.0,1472.0,0.0,4.081712387716922,-0.08039046471316358
2025-03-01,Haryana,Kurukshetra,136132,0.0,605.0,944.0,1549.0,0.0,4.250314451770465,-0.08253706398181726
2025-03-01,Haryana,Kurukshetra,136135,0.0,823.0,1455.0,2278.0,0.0,6.292550701893547,-0.10946679272431104
2025-03-01,Haryana,Mahendragarh,123001,0.0,1343.0,1184.0,2527.0,0.0,6.710164920296611,-0.12518962384055876
2025-03-01,Haryana,Mahendragarh,123021,0.0,638.0,598.0,1236.0,0.0,3.2939249619747875,-0.05232379119658692
2025-03-01,Haryana,Mahendragarh,123021,0.0,638.0,598.0,1236.0,0.0,3.2939249619747875,-0.05232379119658692
2025-03-01,Haryana,Mahendragarh,123023,0.0,582.0,774.0,1356.0,0.0,3.6878282910405007,-0.06822839691493554
2025-03-01,Haryana,Mahendragarh,123027,0.0,481.0,569.0,1050.0,0.0,2.8365584535698054,-0.03968045459482805
2025-03-01,Haryana,Mahendragarh,123029,0.0,736.0,857.0,1593.0,0.0,4.299534723509835,-0.08409444813401079
2025-03-01,Haryana,Mewat,122104,0.0,740.0,619.0,1359.0,0.0,3.597522166012379,-0.05933115928401411
2025-03-01,Haryana,Mewat,122104,0.0,740.0,619.0,1359.0,0.0,3.597522166012379,-0.05933115928401411
2025-03-01,Haryana,Mewat,122108,0.0,1009.0,942.0,1951.0,0.0,5.198178346903974,-0.09561236880795665
2025-03-01,Haryana,Mewat,122108,0.0,1009.0,942.0,1951.0,0.0,5.198178346903974,-0.09561236880795665
2025-03-01,Haryana,Mewat,122508,0.0,2315.0,1698.0,4013.0,0.0,10.541560350739143,-0.13621323014112496
2025-03-01,Haryana,Mewat,122508,0.0,2315.0,1698.0,4013.0,0.0,10.541560350739143,-0.13621323014112496
2025-03-01,Haryana,Palwal,121102,0.0,3197.0,2490.0,5687.0,0.0,14.991495181611587,-0.13787967461736617
2025-03-01,Haryana,Palwal,121102,0.0,3197.0,2490.0,5687.0,0.0,14.991495181611587,-0.13787967461736617
2025-03-01,Haryana,Palwal,121103,0.0,1305.0,926.0,2231.0,0.0,5.849204252394196,-0.10891196431367822
2025-03-01,Haryana,Palwal,121103,0.0,1305.0,926.0,2231.0,0.0,5.849204252394196,-0.10891196431367822
2025-03-01,Haryana,Palwal,121105,0.0,726.0,580.0,1306.0,0.0,3.447885002239647,-0.05481880649844717
2025-03-01,Haryana,Palwal,121107,0.0,810.0,521.0,1331.0,0.0,3.46983921572575,-0.049961887780292535
2025-03-01,Haryana,Panchkula,133302,0.0,432.0,569.0,1001.0,0.0,2.720869632887477,-0.03188902040755903
2025-03-01,Haryana,Panchkula,134102,0.0,739.0,612.0,1351.0,0.0,3.5742359772348853,-0.058326038330443364
2025-03-01,Haryana,Panchkula,134102,0.0,739.0,612.0,1351.0,0.0,3.5742359772348853,-0.058326038330443364
2025-03-01,Haryana,Panchkula,134109,0.0,727.0,480.0,1207.0,0.0,3.1513146780509946,-0.045506413731720374
2025-03-01,Haryana,Panchkula,134113,0.0,679.0,485.0,1164.0,0.0,3.0529334197355777,-0.03773082370659975
2025-03-01,Haryana,Panchkula,134116,0.0,615.0,304.0,919.0,0.0,2.3607639637887283,-0.010238373045398208
2025-03-01,Haryana,Panchkula,134116,0.0,615.0,304.0,919.0,0.0,2.3607639637887283,-0.010238373045398208
2025-03-01,Haryana,Panchkula,134118,0.0,436.0,630.0,1066.0,0.0,2.9126617237720565,-0.0390681591854416
2025-03-01,Haryana,Panchkula,134204,0.0,382.0,557.0,939.0,0.0,2.5669480574012007,-0.030921008292233987
2025-03-01,Haryana,Panchkula,134204,0.0,382.0,557.0,939.0,0.0,2.5669480574012007,-0.030921008292233987
2025-03-01,Haryana,Panipat,132101,0.0,745.0,981.0,1726.0,0.0,4.691458528030029,-0.09335113098342773
2025-03-01,Haryana,Panipat,132101,0.0,745.0,981.0,1726.0,0.0,4.691458528030029,-0.09335113098342773
2025-03-01,Haryana,Panipat,132103,0.0,0.0,5611.0,5611.0,0.0,16.773036394888273,-0.0024140121882763044
2025-03-01,Haryana,Panipat,132104,0.0,351.0,724.0,1075.0,0.0,2.9929724761306864,-0.03721522835136093
2025-03-01,Haryana,Panipat,132113,0.0,345.0,561.0,906.0,0.0,2.4915484456255057,-0.019307771867910883
2025-03-01,Haryana,Rewari,123106,0.0,717.0,415.0,1132.0,0.0,2.9333993563025174,-0.0309270925313041
2025-03-01,Haryana,Rewari,123401,0.0,2489.0,2028.0,4517.0,0.0,11.938847071724489,-0.13621323014112496
2025-03-01,Haryana,Rewari,123411,0.0,486.0,429.0,915.0,0.0,2.4298595865313324,-0.014739711623587226
2025-03-01,Haryana,Rewari,123501,0.0,646.0,406.0,1052.0,0.0,2.738864797282545,-0.02458898864976089
2025-03-01,Haryana,Rewari,123501,0.0,646.0,406.0,1052.0,0.0,2.738864797282545,-0.02458898864976089
2025-03-01,Haryana,Rohtak,124001,0.0,1894.0,4397.0,6291.0,0.0,17.615737232487945,-0.1367683358444386
