date,state,district,pincode,total_enrolment,total_demo_updates,total_bio_updates,total_activity,enrolment_to_update_ratio,performance_score
2025-04-01,Karnataka,Bengaluru,560097,199.0,0.0,677.0,876.0,0.29394387001477107,5.035114346413339
2025-04-01,Karnataka,Bengaluru,560099,194.0,0.0,437.0,631.0,0.4439359267734554,4.24201713426832
2025-04-01,Karnataka,Bengaluru,560100,310.0,1321.0,719.0,2350.0,0.15196078431372548,9.959239018606006
2025-04-01,Karnataka,Bengaluru,560102,95.0,0.0,275.0,370.0,0.34545454545454546,2.2596399460830434
2025-04-01,Karnataka,Bengaluru,560103,128.0,0.0,291.0,419.0,0.43986254295532645,2.806838440343741
2025-04-01,Karnataka,Kalaburagi,585104,608.0,881.0,898.0,2387.0,0.34176503653738055,13.964945447912008
2025-04-01,Karnataka,Mysuru,570019,485.0,940.0,614.0,2039.0,0.3120978120978121,11.393993026967348
2025-04-01,Karnataka,Mysuru,570019,485.0,940.0,614.0,2039.0,0.3120978120978121,11.393993026967348
2025-04-01,Karnataka,Yadgir,585202,348.0,620.0,1064.0,2032.0,0.20665083135391923,9.910525165623202
2025-04-01,Karnataka,Yadgir,585202,348.0,620.0,1064.0,2032.0,0.20665083135391923,9.910525165623202
2025-04-01,Karnataka,Yadgir,585290,298.0,0.0,517.0,815.0,0.5764023210831721,6.0549326824948855
2025-04-01,Madhya Pradesh,Alirajpur,457990,254.0,0.0,3037.0,3291.0,0.08363516628251565,12.922175982527031
2025-04-01,Madhya Pradesh,Ashok Nagar,473335,176.0,1156.0,2005.0,3337.0,0.05567858272698513,11.38618865538093
2025-04-01,Madhya Pradesh,Ashok Nagar,473335,176.0,1156.0,2005.0,3337.0,0.05567858272698513,11.38618865538093
2025-04-01,Madhya Pradesh,Ashok Nagar,473443,213.0,0.0,3025.0,3238.0,0.07041322314049586,12.265875472487247
2025-04-01,Madhya Pradesh,Ashok Nagar,473446,142.0,0.0,2776.0,2918.0,0.051152737752161385,10.447135475542527
2025-04-01,Madhya Pradesh,Barwani,451551,820.0,3645.0,10085.0,14550.0,0.05972323379461034,51.161630367847366
2025-04-01,Madhya Pradesh,Barwani,451551,820.0,3645.0,10085.0,14550.0,0.05972323379461034,51.161630367847366
2025-04-01,Madhya Pradesh,Betul,460001,223.0,1278.0,2823.0,4324.0,0.05437698122409169,14.830711613871111
2025-04-01,Madhya Pradesh,Betul,460001,223.0,1278.0,2823.0,4324.0,0.05437698122409169,14.830711613871111
2025-04-01,Madhya Pradesh,Bhind,477001,510.0,0.0,1936.0,2446.0,0.2634297520661157,13.504838738709617
2025-04-01,Madhya Pradesh,Bhind,477116,234.0,0.0,829.0,1063.0,0.2822677925211098,6.019124253743686
2025-04-01,Madhya Pradesh,Bhind,477441,136.0,0.0,462.0,598.0,0.2943722943722944,3.439070267048769
2025-04-01,Madhya Pradesh,Bhind,477445,171.0,0.0,585.0,756.0,0.2923076923076923,4.336390091425675
2025-04-01,Madhya Pradesh,Bhopal,462003,172.0,707.0,1299.0,2178.0,0.08574277168494517,8.155116541280702
2025-04-01,Madhya Pradesh,Bhopal,462003,172.0,707.0,1299.0,2178.0,0.08574277168494517,8.155116541280702
2025-04-01,Madhya Pradesh,Bhopal,462022,211.0,1376.0,1838.0,3425.0,0.06565028002489111,11.93602684512367
2025-04-01,Madhya Pradesh,Burhanpur,450221,138.0,0.0,804.0,942.0,0.17164179104477612,4.491680200408382
2025-04-01,Madhya Pradesh,Burhanpur,450331,511.0,0.0,4326.0,4837.0,0.11812297734627832,20.664429707930342
2025-04-01,Madhya Pradesh,Burhanpur,450332,153.0,0.0,1439.0,1592.0,0.1063238359972203,6.616880214393694
2025-04-01,Madhya Pradesh,Chhatarpur,471301,135.0,0.0,863.0,998.0,0.1564310544611819,4.622652453795462
2025-04-01,Madhya Pradesh,Chhatarpur,471313,270.0,0.0,2013.0,2283.0,0.13412816691505217,10.103237797509465
2025-04-01,Madhya Pradesh,Chhatarpur,471405,291.0,0.0,2004.0,2295.0,0.14520958083832336,10.394114558737508
2025-04-01,Madhya Pradesh,Chhatarpur,471625,154.0,0.0,977.0,1131.0,0.15762538382804503,5.250949922124244
2025-04-01,Madhya Pradesh,Datia,475661,302.0,0.0,2471.0,2773.0,0.12221772561715905,11.95658031993379
2025-04-01,Madhya Pradesh,Dewas,455001,502.0,0.0,4542.0,5044.0,0.11052399823866138,21.173929683097935
2025-04-01,Madhya Pradesh,Dhar,454001,402.0,2176.0,3358.0,5936.0,0.07264185037947235,21.258870027361677
2025-04-01,Madhya Pradesh,Dhar,454010,79.0,0.0,1023.0,1102.0,0.0772238514173998,4.25352768644027
2025-04-01,Madhya Pradesh,Dhar,454660,138.0,0.0,1697.0,1835.0,0.08131997642899234,7.161136892733322
2025-04-01,Madhya Pradesh,Guna,473001,631.0,1905.0,3870.0,6406.0,0.10926406926406926,25.614889943889445
2025-04-01,Madhya Pradesh,Guna,473001,631.0,1905.0,3870.0,6406.0,0.10926406926406926,25.614889943889445
2025-04-01,Madhya Pradesh,Guna,473101,153.0,0.0,2554.0,2707.0,0.05990602975724354,9.949964438293254
2025-04-01,Madhya Pradesh,Gwalior,474001,506.0,0.0,3294.0,3800.0,0.15361262902246509,17.503796437194787
2025-04-01,Madhya Pradesh,Gwalior,474011,157.0,0.0,496.0,653.0,0.3165322580645161,3.8584874961043276
2025-04-01,Madhya Pradesh,Gwalior,475110,531.0,0.0,2574.0,3105.0,0.2062937062937063,15.72980114376099
2025-04-01,Madhya Pradesh,Gwalior,475330,144.0,0.0,998.0,1142.0,0.14428857715430862,5.162401413685042
2025-04-01,Madhya Pradesh,Indore,452001,528.0,0.0,3396.0,3924.0,0.15547703180212014,18.14161937278517
2025-04-01,Madhya Pradesh,Indore,452002,265.0,1390.0,2060.0,3715.0,0.07681159420289856,13.449858388516372
2025-04-01,Madhya Pradesh,Indore,452002,265.0,1390.0,2060.0,3715.0,0.07681159420289856,13.449858388516372
2025-04-01,Madhya Pradesh,Indore,452009,290.0,1198.0,1421.0,2909.0,0.11072928598701795,11.464686167343668
2025-04-01,Madhya Pradesh,Jabalpur,482003,159.0,1534.0,1531.0,3224.0,0.05187601957585644,10.604459866989664
2025-04-01,Madhya Pradesh,Jabalpur,482003,159.0,1534.0,1531.0,3224.0,0.05187601957585644,10.604459866989664
2025-04-01,Madhya Pradesh,Jhabua,457661,488.0,0.0,4103.0,4591.0,0.11893736290519133,19.649767465924704
2025-04-01,Madhya Pradesh,Jhabua,457779,398.0,0.0,2442.0,2840.0,0.16298116298116297,13.322601460183375
2025-04-01,Madhya Pradesh,Katni,483332,143.0,0.0,641.0,784.0,0.22308892355694226,4.080084190821093
2025-04-01,Madhya Pradesh,Katni,483770,270.0,0.0,1075.0,1345.0,0.25116279069767444,7.299262010946428
2025-04-01,Madhya Pradesh,Khandwa,450117,420.0,0.0,1671.0,2091.0,0.2513464991023339,11.350753967554644
2025-04-01,Madhya Pradesh,Khargone,451001,215.0,980.0,2896.0,4091.0,0.05546955624355005,14.224295299801318
2025-04-01,Madhya Pradesh,Khargone,451001,215.0,980.0,2896.0,4091.0,0.05546955624355005,14.224295299801318
2025-04-01,Madhya Pradesh,Khargone,451331,257.0,0.0,2682.0,2939.0,0.09582401193139448,11.906367020373791
2025-04-01,Madhya Pradesh,Khargone,451332,399.0,0.0,3289.0,3688.0,0.1213134691395561,15.869682153639955
2025-04-01,Madhya Pradesh,Morena,476001,664.0,3310.0,4598.0,8572.0,0.08396560445118867,31.607679298657615
2025-04-01,Madhya Pradesh,Morena,476001,664.0,3310.0,4598.0,8572.0,0.08396560445118867,31.607679298657615
2025-04-01,Madhya Pradesh,Morena,476111,439.0,0.0,2376.0,2815.0,0.18476430976430977,13.745735540210458
2025-04-01,Madhya Pradesh,Morena,476115,267.0,0.0,1907.0,2174.0,0.14001048767697954,9.740973372023515
2025-04-01,Madhya Pradesh,Morena,476221,198.0,0.0,2507.0,2705.0,0.07897885919425608,10.490425103520991
2025-04-01,Madhya Pradesh,Panna,488441,159.0,0.0,1791.0,1950.0,0.08877721943048576,7.759912914106344
2025-04-01,Madhya Pradesh,Raisen,464551,342.0,1243.0,2742.0,4327.0,0.08582183186951066,16.306698992755337
2025-04-01,Madhya Pradesh,Raisen,464886,173.0,0.0,1466.0,1639.0,0.11800818553888132,7.000239842437184
2025-04-01,Madhya Pradesh,Sagar,470001,221.0,0.0,2489.0,2710.0,0.0887906789875452,10.784662863051478
2025-04-01,Madhya Pradesh,Satna,485001,437.0,2097.0,2623.0,5157.0,0.09258474576271186,19.404840410702835
2025-04-01,Madhya Pradesh,Sheopur,476335,86.0,0.0,937.0,1023.0,0.09178228388473852,4.102373610810457
2025-04-01,Madhya Pradesh,Sheopur,476337,310.0,0.0,2538.0,2848.0,0.12214342001576044,12.277923573288547
2025-04-01,Madhya Pradesh,Shivpuri,473551,349.0,0.0,1854.0,2203.0,0.18824163969795038,10.823397275295674
2025-04-01,Madhya Pradesh,Shivpuri,473660,90.0,0.0,901.0,991.0,0.09988901220865705,4.055287969720105
2025-04-01,Madhya Pradesh,Shivpuri,473670,202.0,0.0,1477.0,1679.0,0.13676371022342587,7.471962136371299
2025-04-01,Madhya Pradesh,Shivpuri,473880,125.0,0.0,1133.0,1258.0,0.11032656663724624,5.278442933473739
2025-04-01,Madhya Pradesh,Shivpuri,473885,103.0,0.0,654.0,757.0,0.15749235474006115,3.5136489194886162
2025-04-01,Madhya Pradesh,Vidisha,464221,534.0,0.0,2691.0,3225.0,0.19843924191750278,16.124948014505144
2025-04-01,Madhya Pradesh,Vidisha,464228,297.0,0.0,2009.0,2306.0,0.14783474365355898,10.49985557621415
2025-04-01,Maharashtra,Ahmadnagar,413201,96.0,0.0,479.0,575.0,0.20041753653444677,2.884592248537456
2025-04-01,Maharashtra,Aurangabad,431001,791.0,2226.0,6584.0,9601.0,0.08978433598183883,36.90695118034076
2025-04-01,Maharashtra,Beed,431122,450.0,2673.0,3971.0,7094.0,0.06773028296207104,24.991089815013094
2025-04-01,Maharashtra,Beed,431122,450.0,2673.0,3971.0,7094.0,0.06773028296207104,24.991089815013094
2025-04-01,Maharashtra,Chandrapur,442401,221.0,0.0,1911.0,2132.0,0.11564625850340136,9.05683983039323
2025-04-01,Maharashtra,Hingoli,431512,298.0,0.0,1710.0,2008.0,0.1742690058479532,9.62118333640715
2025-04-01,Maharashtra,Hingoli,431513,276.0,0.0,2123.0,2399.0,0.13000471031559113,10.522856701541675
2025-04-01,Maharashtra,Hingoli,431701,164.0,0.0,1476.0,1640.0,0.1111111111111111,6.893941297314811
2025-04-01,Maharashtra,Hingoli,431702,159.0,0.0,1250.0,1409.0,0.1272,6.1426944700438675
2025-04-01,Maharashtra,Hingoli,431705,247.0,0.0,1735.0,1982.0,0.14236311239193083,8.924163329212819
2025-04-01,Maharashtra,Jalgaon,425001,423.0,1426.0,2592.0,4441.0,0.1052762568442011,17.516089436842616
2025-04-01,Maharashtra,Jalgaon,425001,423.0,1426.0,2592.0,4441.0,0.1052762568442011,17.516089436842616
2025-04-01,Maharashtra,Latur,413517,294.0,0.0,2797.0,3091.0,0.10511262066499821,12.810037156258433
2025-04-01,Maharashtra,Mumbai Suburban,400058,105.0,0.0,341.0,446.0,0.30791788856304986,2.60825870338257
2025-04-01,Maharashtra,Mumbai Suburban,400070,191.0,979.0,889.0,2059.0,0.10224839400428265,7.859204894640899
2025-04-01,Maharashtra,Mumbai Suburban,400070,191.0,979.0,889.0,2059.0,0.10224839400428265,7.859204894640899
2025-04-01,Maharashtra,Mumbai Suburban,400072,246.0,0.0,937.0,1183.0,0.26254002134471716,6.523558982815501
2025-04-01,Maharashtra,Nagpur,440027,105.0,0.0,1065.0,1170.0,0.09859154929577464,4.772521464013316
2025-04-01,Maharashtra,Nagpur,440034,225.0,1445.0,1469.0,3139.0,0.07721345229924502,11.207732739913142
2025-04-01,Maharashtra,Nagpur,440034,225.0,1445.0,1469.0,3139.0,0.07721345229924502,11.207732739913142
2025-04-01,Maharashtra,Nagpur,440035,236.0,0.0,1044.0,1280.0,0.2260536398467433,6.692091410031333
2025-04-01,Maharashtra,Nanded,431604,203.0,0.0,1160.0,1363.0,0.175,6.539482258869057
2025-04-01,Maharashtra,Nanded,431704,88.0,0.0,790.0,878.0,0.11139240506329114,3.6932093867827307
2025-04-01,Maharashtra,Nanded,431715,224.0,0.0,2312.0,2536.0,0.09688581314878893,10.300951651440048
2025-04-01,Maharashtra,Nanded,431806,92.0,0.0,1712.0,1804.0,0.053738317757009345,6.509885796361238
2025-04-01,Maharashtra,Nandurbar,425412,282.0,1046.0,2346.0,3674.0,0.08313679245283019,13.749870169888407
2025-04-01,Maharashtra,Nandurbar,425412,282.0,1046.0,2346.0,3674.0,0.08313679245283019,13.749870169888407
2025-04-01,Maharashtra,Palghar,401209,280.0,0.0,1635.0,1915.0,0.1712538226299694,9.124601491659751
2025-04-01,Maharashtra,Parbhani,431402,161.0,0.0,1205.0,1366.0,0.13360995850622406,6.038440192955832
2025-04-01,Maharashtra,Pune,410405,69.0,0.0,489.0,558.0,0.1411042944785276,2.5059103490645156
2025-04-01,Maharashtra,Raigad,410206,335.0,2321.0,543.0,3199.0,0.11696927374301676,12.172426449306235
2025-04-01,Maharashtra,Raigad,410206,335.0,2321.0,543.0,3199.0,0.11696927374301676,12.172426449306235
2025-04-01,Maharashtra,Satara,415523,236.0,0.0,1720.0,1956.0,0.1372093023255814,8.712867136808105
2025-04-01,Maharashtra,Solapur,413203,115.0,0.0,775.0,890.0,0.14838709677419354,4.0569447202292155
2025-04-01,Maharashtra,Solapur,413304,337.0,0.0,1905.0,2242.0,0.17690288713910762,10.79426334586514
2025-04-01,Maharashtra,Solapur,413401,208.0,0.0,1143.0,1351.0,0.18197725284339458,6.564325977254268
2025-04-01,Maharashtra,Thane,400607,128.0,0.0,914.0,1042.0,0.1400437636761488,4.669180567240087
2025-04-01,Maharashtra,Thane,400612,590.0,0.0,4277.0,4867.0,0.13794715922375497,21.71341363829857
2025-04-01,Maharashtra,Thane,401107,484.0,3952.0,2511.0,6947.0,0.07488782299241838,24.16090874628199
2025-04-01,Maharashtra,Thane,401107,484.0,3952.0,2511.0,6947.0,0.07488782299241838,24.16090874628199
2025-04-01,Maharashtra,Thane,421004,141.0,0.0,741.0,882.0,0.1902834008097166,4.348750694200139
2025-04-01,Maharashtra,Thane,421301,496.0,0.0,3462.0,3958.0,0.14326978625072212,17.854676969933372
2025-04-01,Maharashtra,Thane,421302,748.0,4075.0,3958.0,8781.0,0.09311589692518361,32.77180336802255
2025-04-01,Maharashtra,Thane,421306,329.0,0.0,2288.0,2617.0,0.1437937062937063,11.818111034891373
2025-04-01,Maharashtra,Thane,421501,207.0,0.0,999.0,1206.0,0.2072072072072072,6.118732467117319
2025-04-01,Maharashtra,Thane,421503,311.0,0.0,1716.0,2027.0,0.18123543123543123,9.835840527114307
2025-04-01,Manipur,Churachandpur,795128,632.0,0.0,1136.0,1768.0,0.5563380281690141,12.959542020630597
2025-04-01,Meghalaya,East Garo Hills,794110,762.0,0.0,184.0,946.0,4.141304347826087,12.080928963947581
2025-04-01,Meghalaya,East Garo Hills,794111,1146.0,0.0,200.0,1346.0,5.73,17.939602868044343
2025-04-01,Meghalaya,East Jaintia Hills,793160,575.0,0.0,133.0,708.0,4.323308270676692,9.098713586946841
2025-04-01,Meghalaya,East Jaintia Hills,793200,907.0,0.0,165.0,1072.0,5.496969696969697,14.218331256426623
2025-04-01,Meghalaya,East Khasi Hills,793001,292.0,0.0,218.0,510.0,1.3394495412844036,5.070333582662663
2025-04-01,Meghalaya,East Khasi Hills,793002,321.0,0.0,187.0,508.0,1.7165775401069518,5.416504721974553
2025-04-01,Meghalaya,East Khasi Hills,793003,82.0,0.0,104.0,186.0,0.7884615384615384,1.551746076502858
2025-04-01,Meghalaya,East Khasi Hills,793004,143.0,0.0,139.0,282.0,1.0287769784172662,2.579448961764969
2025-04-01,Meghalaya,East Khasi Hills,793005,341.0,0.0,83.0,424.0,4.108433734939759,5.40826432012491
2025-04-01,Meghalaya,East Khasi Hills,793006,226.0,0.0,290.0,516.0,0.7793103448275862,4.286825167491539
2025-04-01,Meghalaya,East Khasi Hills,793008,296.0,0.0,72.0,368.0,4.111111111111111,4.69442348899029
2025-04-01,Meghalaya,East Khasi Hills,793009,548.0,0.0,83.0,631.0,6.602409638554217,8.540672895156435
2025-04-01,Meghalaya,East Khasi Hills,793010,116.0,0.0,111.0,227.0,1.045045045045045,2.0871731604909676
2025-04-01,Meghalaya,East Khasi Hills,793012,293.0,0.0,43.0,336.0,6.813953488372093,4.562336180311753
2025-04-01,Meghalaya,East Khasi Hills,793014,86.0,0.0,151.0,237.0,0.5695364238410596,1.7527734314516648
2025-04-01,Meghalaya,East Khasi Hills,793015,1138.0,0.0,377.0,1515.0,3.018567639257294,18.34765203678062
2025-04-01,Meghalaya,East Khasi Hills,793016,90.0,0.0,0.0,90.0,,1.3619167717528373
2025-04-01,Meghalaya,East Khasi Hills,793019,142.0,0.0,77.0,219.0,1.844155844155844,2.3789791344618902
2025-04-01,Meghalaya,East Khasi Hills,793021,201.0,0.0,161.0,362.0,1.2484472049689441,3.5228935496332006
2025-04-01,Meghalaya,East Khasi Hills,793108,301.0,0.0,94.0,395.0,3.202127659574468,4.835850422381851
2025-04-01,Meghalaya,East Khasi Hills,793110,881.0,0.0,288.0,1169.0,3.0590277777777777,14.192574157726606
2025-04-01,Meghalaya,East Khasi Hills,793111,241.0,0.0,96.0,337.0,2.5104166666666665,3.9338845342905415
2025-04-01,Meghalaya,East Khasi Hills,793112,130.0,0.0,0.0,130.0,,1.9672131147540985
2025-04-01,Meghalaya,East Khasi Hills,793113,367.0,0.0,124.0,491.0,2.9596774193548385,5.924268784492664
2025-04-01,Meghalaya,East Khasi Hills,793121,1563.0,0.0,263.0,1826.0,5.942965779467681,24.43814397576583
2025-04-01,Meghalaya,North Garo Hills,783134,229.0,0.0,27.0,256.0,8.481481481481481,3.5460330202250785
2025-04-01,Meghalaya,North Garo Hills,794002,646.0,0.0,52.0,698.0,12.423076923076923,9.930980226145502
2025-04-01,Meghalaya,North Garo Hills,794108,313.0,0.0,47.0,360.0,6.659574468085107,4.876941604633548
2025-04-01,Meghalaya,North Garo Hills,794110,182.0,0.0,0.0,182.0,,2.7540983606557377
2025-04-01,Meghalaya,North Garo Hills,794112,125.0,0.0,81.0,206.0,1.5432098765432098,2.1336854415075184
2025-04-01,Meghalaya,Ri Bhoi,781131,191.0,0.0,0.0,191.0,,2.8902900378310217
2025-04-01,Meghalaya,Ri Bhoi,793101,145.0,0.0,54.0,199.0,2.685185185185185,2.3556221564652895
2025-04-01,Meghalaya,Ri Bhoi,793102,761.0,0.0,219.0,980.0,3.4748858447488584,12.17042251755774
2025-04-01,Meghalaya,Ri Bhoi,793103,530.0,0.0,81.0,611.0,6.54320987654321,8.262310914395284
2025-04-01,Meghalaya,Ri Bhoi,793105,706.0,0.0,95.0,801.0,7.431578947368421,10.967465208474911
2025-04-01,Meghalaya,South Garo Hills,794005,399.0,0.0,71.0,470.0,5.619718309859155,6.250072259013245
2025-04-01,Meghalaya,South Garo Hills,794102,428.0,0.0,72.0,500.0,5.944444444444445,6.69190142089445
2025-04-01,Meghalaya,South Garo Hills,794103,273.0,0.0,114.0,387.0,2.3947368421052633,4.47192924638679
2025-04-01,Meghalaya,South Garo Hills,794107,110.0,0.0,22.0,132.0,5.0,1.7303298337698718
2025-04-01,Meghalaya,South Garo Hills,794114,208.0,0.0,0.0,208.0,,3.1475409836065573
2025-04-01,Meghalaya,South West Garo Hills,794105,765.0,0.0,179.0,944.0,4.273743016759776,12.11137962364622
2025-04-01,Meghalaya,South West Garo Hills,794106,191.0,0.0,212.0,403.0,0.9009433962264151,3.524024437352731
2025-04-01,Meghalaya,South West Garo Hills,794115,819.0,0.0,206.0,1025.0,3.9757281553398056,13.009241143240786
2025-04-01,Meghalaya,South West Khasi Hills,793106,206.0,0.0,123.0,329.0,1.6747967479674797,3.4849616907072973
2025-04-01,Meghalaya,South West Khasi Hills,793114,589.0,0.0,224.0,813.0,2.6294642857142856,9.58259480867877
2025-04-01,Meghalaya,South West Khasi Hills,793119,193.0,0.0,60.0,253.0,3.216666666666667,3.099913647298549
2025-04-01,Meghalaya,West Garo Hills,794001,216.0,0.0,194.0,410.0,1.1134020618556701,3.84852701403328
2025-04-01,Meghalaya,West Garo Hills,794002,677.0,0.0,224.0,901.0,3.0223214285714284,10.914246763281547
2025-04-01,Meghalaya,West Garo Hills,794005,291.0,0.0,126.0,417.0,2.3095238095238093,4.780184359200851
2025-04-01,Meghalaya,West Garo Hills,794101,181.0,0.0,93.0,274.0,1.946236559139785,3.0169720801727773
2025-04-01,Meghalaya,West Garo Hills,794103,682.0,0.0,272.0,954.0,2.5073529411764706,11.133395840010675
2025-04-01,Meghalaya,West Garo Hills,794104,929.0,0.0,2289.0,3218.0,0.4058540847531673,20.90054549311558
2025-04-01,Meghalaya,West Garo Hills,794105,383.0,0.0,510.0,893.0,0.7509803921568627,7.320262218935528
2025-04-01,Meghalaya,West Garo Hills,794109,344.0,0.0,566.0,910.0,0.607773851590106,6.897499824005599
2025-04-01,Meghalaya,West Jaintia Hills,793109,282.0,0.0,88.0,370.0,3.2045454545454546,4.530398780224505
2025-04-01,Meghalaya,West Jaintia Hills,793150,1549.0,0.0,569.0,2118.0,2.7223198594024605,25.14102009653446
2025-04-01,Meghalaya,West Jaintia Hills,793151,928.0,0.0,191.0,1119.0,4.858638743455497,14.613833979839852
2025-04-01,Meghalaya,West Jaintia Hills,793161,158.0,0.0,0.0,158.0,,2.390920554854981
2025-04-01,Meghalaya,West Khasi Hills,793119,3027.0,0.0,630.0,3657.0,4.804761904761905,47.68906807595381
2025-04-01,Meghalaya,West Khasi Hills,793120,1668.0,0.0,275.0,1943.0,6.065454545454545,26.062918634607634
2025-04-01,Mizoram,Champhai,796321,368.0,0.0,1573.0,1941.0,0.23394787031150668,10.270916027534478
2025-04-01,Nagaland,Chumukedima,797103,86.0,0.0,38.0,124.0,2.263157894736842,1.4149810392537725
2025-04-01,Nagaland,Dimapur,797112,783.0,0.0,1448.0,2231.0,0.5407458563535912,16.177201435511172
2025-04-01,Nagaland,Kohima,797001,385.0,0.0,742.0,1127.0,0.5188679245283019,8.044047699713122
2025-04-01,Nagaland,Kohima,797003,118.0,0.0,196.0,314.0,0.6020408163265306,2.371529600090773
2025-04-01,Nagaland,Kohima,797005,143.0,0.0,327.0,470.0,0.43730886850152906,3.1414398443596934
2025-04-01,Nagaland,Longleng,798625,369.0,0.0,248.0,617.0,1.4879032258064515,6.325208439098823
2025-04-01,Nagaland,Noklak,798626,128.0,0.0,95.0,223.0,1.3473684210526315,2.2209330521066883
2025-04-01,Nagaland,Peren,797110,544.0,0.0,460.0,1004.0,1.182608695652174,9.60711433925105
2025-04-01,Nagaland,Phek,797107,241.0,0.0,733.0,974.0,0.32878581173260574,5.838077046060962
2025-04-01,Nagaland,Phek,797108,206.0,0.0,144.0,350.0,1.4305555555555556,3.5477372680184103
2025-04-01,Nagaland,Tuensang,798612,503.0,0.0,732.0,1235.0,0.6871584699453552,9.799778779513932
2025-04-01,Odisha,Nabarangapur,764076,276.0,0.0,1814.0,2090.0,0.15214994487320838,9.59915892110673
2025-04-01,Punjab,Amritsar,143001,1114.0,0.0,5260.0,6374.0,0.211787072243346,32.581290612416225
2025-04-01,Punjab,Amritsar,143110,108.0,0.0,1175.0,1283.0,0.09191489361702128,5.146743142320428
2025-04-01,Punjab,Gurdaspur,143505,318.0,1866.0,2407.0,4591.0,0.07442078165223497,16.413001983285948
2025-04-01,Punjab,Hoshiarpur,146001,336.0,1478.0,1968.0,3782.0,0.0975043528728961,14.457010260416931
2025-04-01,Punjab,Kapurthala,144401,226.0,0.0,1457.0,1683.0,0.15511324639670557,7.775353678066235
2025-04-01,Punjab,Kapurthala,144601,446.0,0.0,1462.0,1908.0,0.30506155950752395,11.119430130599625
2025-04-01,Punjab,Ludhiana,141001,481.0,0.0,1928.0,2409.0,0.24948132780082988,13.042084384391375
2025-04-01,Punjab,Ludhiana,141003,348.0,0.0,1752.0,2100.0,0.19863013698630136,10.503354919780952
2025-04-01,Punjab,Ludhiana,141007,509.0,2206.0,2329.0,5044.0,0.11223814773980155,19.872864346859195
2025-04-01,Punjab,Ludhiana,141007,509.0,2206.0,2329.0,5044.0,0.11223814773980155,19.872864346859195
2025-04-01,Punjab,Ludhiana,141008,620.0,2518.0,2330.0,5468.0,0.12788778877887788,22.292181870115158
2025-04-01,Punjab,Ludhiana,141010,244.0,0.0,1137.0,1381.0,0.21459982409850484,7.091156806723656
2025-04-01,Punjab,Ludhiana,141012,84.0,0.0,421.0,505.0,0.1995249406175772,2.529623179730195
2025-04-01,Punjab,Ludhiana,141013,114.0,0.0,556.0,670.0,0.20503597122302158,3.387152719695437
2025-04-01,Punjab,Ludhiana,141015,228.0,0.0,956.0,1184.0,0.2384937238493724,6.307972579365464
2025-04-01,Punjab,Ludhiana,142026,131.0,0.0,721.0,852.0,0.18169209431345354,4.1376403443440015
2025-04-01,Punjab,SAS Nagar (Mohali),140301,280.0,0.0,1061.0,1341.0,0.2639019792648445,7.408735711822667
2025-04-01,Punjab,Sangrur,148001,166.0,0.0,1315.0,1481.0,0.12623574144486693,6.44292668841301
2025-04-01,Rajasthan,Ajmer,305001,665.0,3258.0,2167.0,6090.0,0.12258064516129032,24.233019495466323
2025-04-01,Rajasthan,Ajmer,305901,574.0,0.0,1405.0,1979.0,0.4085409252669039,12.88598757550207
2025-04-01,Rajasthan,Alwar,301001,844.0,3420.0,2653.0,6917.0,0.138975794500247,28.777008255322258
2025-04-01,Rajasthan,Alwar,301405,188.0,0.0,879.0,1067.0,0.21387940841865757,5.47249911955679
2025-04-01,Rajasthan,Baran,325205,307.0,1576.0,1116.0,2999.0,0.11404160475482912,11.702653202197668
2025-04-01,Rajasthan,Baran,325220,157.0,0.0,557.0,714.0,0.28186714542190305,4.040835601627084
2025-04-01,Rajasthan,Bharatpur,321204,287.0,0.0,501.0,788.0,0.5728542914171657,5.840647176884881
2025-04-01,Rajasthan,Bikaner,334001,829.0,2638.0,3220.0,6687.0,0.1415158757255036,28.398663575860496
2025-04-01,Rajasthan,Bikaner,334001,829.0,2638.0,3220.0,6687.0,0.1415158757255036,28.398663575860496
2025-04-01,Rajasthan,Bundi,323001,228.0,0.0,960.0,1188.0,0.2375,6.31992983218663
2025-04-01,Rajasthan,Bundi,323022,110.0,0.0,275.0,385.0,0.4,2.486626074708516
2025-04-01,Rajasthan,Bundi,323802,127.0,0.0,311.0,438.0,0.40836012861736337,2.851492295874531
2025-04-01,Rajasthan,Churu,331403,469.0,1571.0,1333.0,3373.0,0.16150137741046833,14.790979375198662
2025-04-01,Rajasthan,Churu,331403,469.0,1571.0,1333.0,3373.0,0.16150137741046833,14.790979375198662
2025-04-01,Rajasthan,Dholpur,328001,360.0,0.0,912.0,1272.0,0.39473684210526316,8.17392073023682
2025-04-01,Rajasthan,Dholpur,328021,401.0,1449.0,922.0,2772.0,0.1691269506537326,12.245326311186291
2025-04-01,Rajasthan,Dholpur,328021,401.0,1449.0,922.0,2772.0,0.1691269506537326,12.245326311186291
2025-04-01,Rajasthan,Dholpur,328022,327.0,0.0,757.0,1084.0,0.4319682959048877,7.21120770044066
2025-04-01,Rajasthan,Dholpur,328025,256.0,0.0,646.0,902.0,0.39628482972136225,5.80499292582611
2025-04-01,Rajasthan,Dungarpur,314030,162.0,0.0,699.0,861.0,0.2317596566523605,4.540980119653576
2025-04-01,Rajasthan,Jaipur,302001,180.0,688.0,751.0,1619.0,0.1250868658790827,6.593173242912781
